age_group,category,n,total,prop,fi,lb,meas,source,sex,country,old_category
"[45,50)",Peptic ulcer,25688,0,0,efi,1-year lookback,yes,UK BioBank,All,UK,Peptic ulcer
"[45,50)",Peptic ulcer,25688,48,0.0018685767673621925,efi,3-year lookback,yes,UK BioBank,All,UK,Peptic ulcer
"[50,55)",Peptic ulcer,30010,0,0,efi,1-year lookback,no,UK BioBank,All,UK,Peptic ulcer
"[50,55)",Peptic ulcer,30010,74,0.002465844718427191,efi,3-year lookback,no,UK BioBank,All,UK,Peptic ulcer
"[50,55)",Peptic ulcer,30010,0,0,efi,1-year lookback,yes,UK BioBank,All,UK,Peptic ulcer
"[50,55)",Peptic ulcer,30010,74,0.002465844718427191,efi,3-year lookback,yes,UK BioBank,All,UK,Peptic ulcer
"[55,60)",Peptic ulcer,35548,48,0.0013502869359738945,efi,1-year lookback,no,UK BioBank,All,UK,Peptic ulcer
"[55,60)",Peptic ulcer,35548,116,0.003263193428603578,efi,3-year lookback,no,UK BioBank,All,UK,Peptic ulcer
"[55,60)",Peptic ulcer,35548,48,0.0013502869359738945,efi,1-year lookback,yes,UK BioBank,All,UK,Peptic ulcer
"[55,60)",Peptic ulcer,35548,116,0.003263193428603578,efi,3-year lookback,yes,UK BioBank,All,UK,Peptic ulcer
"[60,65)",Peptic ulcer,48759,76,0.0015586866014479378,efi,1-year lookback,no,UK BioBank,All,UK,Peptic ulcer
"[60,65)",Peptic ulcer,48759,185,0.003794171332471954,efi,3-year lookback,no,UK BioBank,All,UK,Peptic ulcer
"[60,65)",Peptic ulcer,48759,76,0.0015586866014479378,efi,1-year lookback,yes,UK BioBank,All,UK,Peptic ulcer
"[60,65)",Peptic ulcer,48759,185,0.003794171332471954,efi,3-year lookback,yes,UK BioBank,All,UK,Peptic ulcer
"[65,70)",Peptic ulcer,43159,72,0.001668249959452258,efi,1-year lookback,no,UK BioBank,All,UK,Peptic ulcer
"[65,70)",Peptic ulcer,43159,208,0.004819388771750967,efi,3-year lookback,no,UK BioBank,All,UK,Peptic ulcer
"[65,70)",Peptic ulcer,43159,72,0.001668249959452258,efi,1-year lookback,yes,UK BioBank,All,UK,Peptic ulcer
"[65,70)",Peptic ulcer,43159,208,0.004819388771750967,efi,3-year lookback,yes,UK BioBank,All,UK,Peptic ulcer
"[70,75)",Peptic ulcer,11099,0,0,efi,1-year lookback,no,UK BioBank,All,UK,Peptic ulcer
"[70,75)",Peptic ulcer,11099,52,0.004685106766375349,efi,3-year lookback,no,UK BioBank,All,UK,Peptic ulcer
"[70,75)",Peptic ulcer,11099,0,0,efi,1-year lookback,yes,UK BioBank,All,UK,Peptic ulcer
"[70,75)",Peptic ulcer,11099,52,0.004685106766375349,efi,3-year lookback,yes,UK BioBank,All,UK,Peptic ulcer
"[40,45)",Peptic ulcer,7047,0,0,efi,1-year lookback,no,UK BioBank,Female,UK,Peptic ulcer
"[40,45)",Peptic ulcer,7047,0,0,efi,3-year lookback,no,UK BioBank,Female,UK,Peptic ulcer
"[40,45)",Peptic ulcer,7047,0,0,efi,1-year lookback,yes,UK BioBank,Female,UK,Peptic ulcer
"[40,45)",Peptic ulcer,7047,0,0,efi,3-year lookback,yes,UK BioBank,Female,UK,Peptic ulcer
"[45,50)",Peptic ulcer,14464,0,0,efi,1-year lookback,no,UK BioBank,Female,UK,Peptic ulcer
"[45,50)",Peptic ulcer,14464,22,0.00152101769911504,efi,3-year lookback,no,UK BioBank,Female,UK,Peptic ulcer
"[45,50)",Peptic ulcer,14464,0,0,efi,1-year lookback,yes,UK BioBank,Female,UK,Peptic ulcer
"[45,50)",Peptic ulcer,14464,22,0.00152101769911504,efi,3-year lookback,yes,UK BioBank,Female,UK,Peptic ulcer
"[50,55)",Peptic ulcer,17401,0,0,efi,1-year lookback,no,UK BioBank,Female,UK,Peptic ulcer
"[50,55)",Peptic ulcer,17401,34,0.00195391069478766,efi,3-year lookback,no,UK BioBank,Female,UK,Peptic ulcer
"[50,55)",Peptic ulcer,17401,0,0,efi,1-year lookback,yes,UK BioBank,Female,UK,Peptic ulcer
"[50,55)",Peptic ulcer,17401,34,0.00195391069478766,efi,3-year lookback,yes,UK BioBank,Female,UK,Peptic ulcer
"[55,60)",Peptic ulcer,20274,23,0.00113445792640821,efi,1-year lookback,no,UK BioBank,Female,UK,Peptic ulcer
"[55,60)",Peptic ulcer,20274,47,0.00231824011048634,efi,3-year lookback,no,UK BioBank,Female,UK,Peptic ulcer
"[55,60)",Peptic ulcer,20274,23,0.00113445792640821,efi,1-year lookback,yes,UK BioBank,Female,UK,Peptic ulcer
"[55,60)",Peptic ulcer,20274,47,0.00231824011048634,efi,3-year lookback,yes,UK BioBank,Female,UK,Peptic ulcer
"[60,65)",Peptic ulcer,27154,31,0.0011416365912941,efi,1-year lookback,no,UK BioBank,Female,UK,Peptic ulcer
"[60,65)",Peptic ulcer,27154,77,0.00283567798482728,efi,3-year lookback,no,UK BioBank,Female,UK,Peptic ulcer
"[60,65)",Peptic ulcer,27154,31,0.0011416365912941,efi,1-year lookback,yes,UK BioBank,Female,UK,Peptic ulcer
"[60,65)",Peptic ulcer,27154,77,0.00283567798482728,efi,3-year lookback,yes,UK BioBank,Female,UK,Peptic ulcer
"[65,70)",Peptic ulcer,22406,29,0.00129429617066857,efi,1-year lookback,no,UK BioBank,Female,UK,Peptic ulcer
"[65,70)",Peptic ulcer,22406,97,0.00432919753637419,efi,3-year lookback,no,UK BioBank,Female,UK,Peptic ulcer
"[65,70)",Peptic ulcer,22406,29,0.00129429617066857,efi,1-year lookback,yes,UK BioBank,Female,UK,Peptic ulcer
"[65,70)",Peptic ulcer,22406,97,0.00432919753637419,efi,3-year lookback,yes,UK BioBank,Female,UK,Peptic ulcer
"[70,75)",Peptic ulcer,5638,0,0,efi,1-year lookback,no,UK BioBank,Female,UK,Peptic ulcer
"[70,75)",Peptic ulcer,5638,26,0.00461156438453352,efi,3-year lookback,no,UK BioBank,Female,UK,Peptic ulcer
"[70,75)",Peptic ulcer,5638,0,0,efi,1-year lookback,yes,UK BioBank,Female,UK,Peptic ulcer
"[70,75)",Peptic ulcer,5638,26,0.00461156438453352,efi,3-year lookback,yes,UK BioBank,Female,UK,Peptic ulcer
"[40,45)",Peptic ulcer,5892,0,0,efi,1-year lookback,no,UK BioBank,Male,UK,Peptic ulcer
"[40,45)",Peptic ulcer,5892,0,0,efi,3-year lookback,no,UK BioBank,Male,UK,Peptic ulcer
"[40,45)",Peptic ulcer,5892,0,0,efi,1-year lookback,yes,UK BioBank,Male,UK,Peptic ulcer
"[40,45)",Peptic ulcer,5892,0,0,efi,3-year lookback,yes,UK BioBank,Male,UK,Peptic ulcer
"[45,50)",Peptic ulcer,11224,0,0,efi,1-year lookback,no,UK BioBank,Male,UK,Peptic ulcer
"[45,50)",Peptic ulcer,11224,26,0.00231646471846044,efi,3-year lookback,no,UK BioBank,Male,UK,Peptic ulcer
"[45,50)",Peptic ulcer,11224,0,0,efi,1-year lookback,yes,UK BioBank,Male,UK,Peptic ulcer
"[45,50)",Peptic ulcer,11224,26,0.00231646471846044,efi,3-year lookback,yes,UK BioBank,Male,UK,Peptic ulcer
"[50,55)",Peptic ulcer,12609,0,0,efi,1-year lookback,no,UK BioBank,Male,UK,Peptic ulcer
"[50,55)",Peptic ulcer,12609,40,0.00317233721944643,efi,3-year lookback,no,UK BioBank,Male,UK,Peptic ulcer
"[50,55)",Peptic ulcer,12609,0,0,efi,1-year lookback,yes,UK BioBank,Male,UK,Peptic ulcer
"[50,55)",Peptic ulcer,12609,40,0.00317233721944643,efi,3-year lookback,yes,UK BioBank,Male,UK,Peptic ulcer
"[55,60)",Peptic ulcer,15274,25,0.00163676836454105,efi,1-year lookback,no,UK BioBank,Male,UK,Peptic ulcer
"[55,60)",Peptic ulcer,15274,69,0.0045174806861333,efi,3-year lookback,no,UK BioBank,Male,UK,Peptic ulcer
"[55,60)",Peptic ulcer,15274,25,0.00163676836454105,efi,1-year lookback,yes,UK BioBank,Male,UK,Peptic ulcer
"[55,60)",Peptic ulcer,15274,69,0.0045174806861333,efi,3-year lookback,yes,UK BioBank,Male,UK,Peptic ulcer
"[60,65)",Peptic ulcer,21605,45,0.00208285119185374,efi,1-year lookback,no,UK BioBank,Male,UK,Peptic ulcer
"[60,65)",Peptic ulcer,21605,108,0.00499884286044897,efi,3-year lookback,no,UK BioBank,Male,UK,Peptic ulcer
"[60,65)",Peptic ulcer,21605,45,0.00208285119185374,efi,1-year lookback,yes,UK BioBank,Male,UK,Peptic ulcer
"[60,65)",Peptic ulcer,21605,108,0.00499884286044897,efi,3-year lookback,yes,UK BioBank,Male,UK,Peptic ulcer
"[65,70)",Peptic ulcer,20753,43,0.00207198959186624,efi,1-year lookback,no,UK BioBank,Male,UK,Peptic ulcer
"[65,70)",Peptic ulcer,20753,111,0.00534862429528261,efi,3-year lookback,no,UK BioBank,Male,UK,Peptic ulcer
"[65,70)",Peptic ulcer,20753,43,0.00207198959186624,efi,1-year lookback,yes,UK BioBank,Male,UK,Peptic ulcer
"[65,70)",Peptic ulcer,20753,111,0.00534862429528261,efi,3-year lookback,yes,UK BioBank,Male,UK,Peptic ulcer
"[70,75)",Peptic ulcer,5461,0,0,efi,1-year lookback,no,UK BioBank,Male,UK,Peptic ulcer
"[70,75)",Peptic ulcer,5461,26,0.00476103277787951,efi,3-year lookback,no,UK BioBank,Male,UK,Peptic ulcer
"[70,75)",Peptic ulcer,5461,0,0,efi,1-year lookback,yes,UK BioBank,Male,UK,Peptic ulcer
"[70,75)",Peptic ulcer,5461,26,0.00476103277787951,efi,3-year lookback,yes,UK BioBank,Male,UK,Peptic ulcer
"[40,45)",Peripheral vascular disease,14626,64,0.0043757691781758515,efi,1-year lookback,no,All of Us,All,US,Peripheral vascular disease
"[45,50)",Peripheral vascular disease,15913,108,0.006786903789354616,efi,1-year lookback,no,All of Us,All,US,Peripheral vascular disease
"[50,55)",Peripheral vascular disease,19613,232,0.011828889002192424,efi,1-year lookback,no,All of Us,All,US,Peripheral vascular disease
"[55,60)",Peripheral vascular disease,23709,369,0.01556370998355055,efi,1-year lookback,no,All of Us,All,US,Peripheral vascular disease
"[60,65)",Peripheral vascular disease,23922,523,0.021862720508318702,efi,1-year lookback,no,All of Us,All,US,Peripheral vascular disease
"[65,70)",Peripheral vascular disease,22783,576,0.025282008515120923,efi,1-year lookback,no,All of Us,All,US,Peripheral vascular disease
"[70,75)",Peripheral vascular disease,19039,580,0.030463784862650348,efi,1-year lookback,no,All of Us,All,US,Peripheral vascular disease
"[75,80)",Peripheral vascular disease,11535,488,0.04230602514087559,efi,1-year lookback,no,All of Us,All,US,Peripheral vascular disease
"[80,100]",Peripheral vascular disease,8581,485,0.0565202190886843,efi,1-year lookback,no,All of Us,All,US,Peripheral vascular disease
"[40,45)",Peripheral vascular disease,9944,35,0.00351971037811746,efi,1-year lookback,no,All of Us,Female,US,Peripheral vascular disease
"[45,50)",Peripheral vascular disease,10419,57,0.00547077454650158,efi,1-year lookback,no,All of Us,Female,US,Peripheral vascular disease
"[50,55)",Peripheral vascular disease,12562,127,0.0101098551186117,efi,1-year lookback,no,All of Us,Female,US,Peripheral vascular disease
"[55,60)",Peripheral vascular disease,14769,186,0.0125939467804184,efi,1-year lookback,no,All of Us,Female,US,Peripheral vascular disease
"[60,65)",Peripheral vascular disease,14518,264,0.0181843229094917,efi,1-year lookback,no,All of Us,Female,US,Peripheral vascular disease
"[65,70)",Peripheral vascular disease,13734,295,0.0214795398281637,efi,1-year lookback,no,All of Us,Female,US,Peripheral vascular disease
"[70,75)",Peripheral vascular disease,10854,269,0.0247834899576193,efi,1-year lookback,no,All of Us,Female,US,Peripheral vascular disease
"[75,80)",Peripheral vascular disease,6307,211,0.0334548913905185,efi,1-year lookback,no,All of Us,Female,US,Peripheral vascular disease
"[80,100]",Peripheral vascular disease,4551,229,0.050318611294221,efi,1-year lookback,no,All of Us,Female,US,Peripheral vascular disease
"[40,45)",Peripheral vascular disease,4682,29,0.00619393421614695,efi,1-year lookback,no,All of Us,Male,US,Peripheral vascular disease
"[45,50)",Peripheral vascular disease,5494,51,0.00928285402257008,efi,1-year lookback,no,All of Us,Male,US,Peripheral vascular disease
"[50,55)",Peripheral vascular disease,7051,105,0.0148915047510991,efi,1-year lookback,no,All of Us,Male,US,Peripheral vascular disease
"[55,60)",Peripheral vascular disease,8940,183,0.0204697986577181,efi,1-year lookback,no,All of Us,Male,US,Peripheral vascular disease
"[60,65)",Peripheral vascular disease,9404,259,0.0275414717141642,efi,1-year lookback,no,All of Us,Male,US,Peripheral vascular disease
"[65,70)",Peripheral vascular disease,9049,281,0.0310531550447563,efi,1-year lookback,no,All of Us,Male,US,Peripheral vascular disease
"[70,75)",Peripheral vascular disease,8185,311,0.0379963347587049,efi,1-year lookback,no,All of Us,Male,US,Peripheral vascular disease
"[75,80)",Peripheral vascular disease,5228,277,0.0529839326702372,efi,1-year lookback,no,All of Us,Male,US,Peripheral vascular disease
"[80,100]",Peripheral vascular disease,4030,256,0.0635235732009926,efi,1-year lookback,no,All of Us,Male,US,Peripheral vascular disease
"[40,45)",Peripheral vascular disease,105426,0,0,efi,1-year lookback,no,IMRD - EMIS,All,UK,Peripheral vascular disease
"[40,45)",Peripheral vascular disease,105426,24,2.2764782880883275e-4,efi,3-year lookback,no,IMRD - EMIS,All,UK,Peripheral vascular disease
"[40,45)",Peripheral vascular disease,105426,0,0,efi,1-year lookback,yes,IMRD - EMIS,All,UK,Peripheral vascular disease
"[40,45)",Peripheral vascular disease,105426,24,2.2764782880883275e-4,efi,3-year lookback,yes,IMRD - EMIS,All,UK,Peripheral vascular disease
"[45,50)",Peripheral vascular disease,105775,37,3.4979910186717087e-4,efi,1-year lookback,no,IMRD - EMIS,All,UK,Peripheral vascular disease
"[45,50)",Peripheral vascular disease,105775,78,7.37414322855117e-4,efi,3-year lookback,no,IMRD - EMIS,All,UK,Peripheral vascular disease
"[45,50)",Peripheral vascular disease,105775,37,3.4979910186717087e-4,efi,1-year lookback,yes,IMRD - EMIS,All,UK,Peripheral vascular disease
"[45,50)",Peripheral vascular disease,105775,78,7.37414322855117e-4,efi,3-year lookback,yes,IMRD - EMIS,All,UK,Peripheral vascular disease
"[50,55)",Peripheral vascular disease,109520,96,8.765522279035792e-4,efi,1-year lookback,no,IMRD - EMIS,All,UK,Peripheral vascular disease
"[50,55)",Peripheral vascular disease,109520,148,0.0013513513513513514,efi,3-year lookback,no,IMRD - EMIS,All,UK,Peripheral vascular disease
"[50,55)",Peripheral vascular disease,109520,96,8.765522279035792e-4,efi,1-year lookback,yes,IMRD - EMIS,All,UK,Peripheral vascular disease
"[50,55)",Peripheral vascular disease,109520,148,0.0013513513513513514,efi,3-year lookback,yes,IMRD - EMIS,All,UK,Peripheral vascular disease
"[55,60)",Peripheral vascular disease,99193,161,0.0016230984041212585,efi,1-year lookback,no,IMRD - EMIS,All,UK,Peripheral vascular disease
"[55,60)",Peripheral vascular disease,99193,278,0.0028026171201596885,efi,3-year lookback,no,IMRD - EMIS,All,UK,Peripheral vascular disease
"[55,60)",Peripheral vascular disease,99193,161,0.0016230984041212585,efi,1-year lookback,yes,IMRD - EMIS,All,UK,Peripheral vascular disease
"[55,60)",Peripheral vascular disease,99193,278,0.0028026171201596885,efi,3-year lookback,yes,IMRD - EMIS,All,UK,Peripheral vascular disease
"[60,65)",Peripheral vascular disease,89493,234,0.0026147296436592805,efi,1-year lookback,no,IMRD - EMIS,All,UK,Peripheral vascular disease
"[60,65)",Peripheral vascular disease,89493,443,0.004950107829662655,efi,3-year lookback,no,IMRD - EMIS,All,UK,Peripheral vascular disease
"[60,65)",Peripheral vascular disease,89493,234,0.0026147296436592805,efi,1-year lookback,yes,IMRD - EMIS,All,UK,Peripheral vascular disease
"[60,65)",Peripheral vascular disease,89493,443,0.004950107829662655,efi,3-year lookback,yes,IMRD - EMIS,All,UK,Peripheral vascular disease
"[65,70)",Peripheral vascular disease,83563,355,0.004248291708052607,efi,1-year lookback,no,IMRD - EMIS,All,UK,Peripheral vascular disease
"[65,70)",Peripheral vascular disease,83563,600,0.007180211337553702,efi,3-year lookback,no,IMRD - EMIS,All,UK,Peripheral vascular disease
"[65,70)",Peripheral vascular disease,83563,355,0.004248291708052607,efi,1-year lookback,yes,IMRD - EMIS,All,UK,Peripheral vascular disease
"[65,70)",Peripheral vascular disease,83563,600,0.007180211337553702,efi,3-year lookback,yes,IMRD - EMIS,All,UK,Peripheral vascular disease
"[70,75)",Peripheral vascular disease,73321,388,0.005291799075299027,efi,1-year lookback,no,IMRD - EMIS,All,UK,Peripheral vascular disease
"[70,75)",Peripheral vascular disease,73321,670,0.009137900465078218,efi,3-year lookback,no,IMRD - EMIS,All,UK,Peripheral vascular disease
"[70,75)",Peripheral vascular disease,73321,388,0.005291799075299027,efi,1-year lookback,yes,IMRD - EMIS,All,UK,Peripheral vascular disease
"[70,75)",Peripheral vascular disease,73321,670,0.009137900465078218,efi,3-year lookback,yes,IMRD - EMIS,All,UK,Peripheral vascular disease
"[75,80)",Peripheral vascular disease,60635,330,0.005442401253401501,efi,1-year lookback,no,IMRD - EMIS,All,UK,Peripheral vascular disease
"[75,80)",Peripheral vascular disease,60635,637,0.010505483631565928,efi,3-year lookback,no,IMRD - EMIS,All,UK,Peripheral vascular disease
"[75,80)",Peripheral vascular disease,60635,330,0.005442401253401501,efi,1-year lookback,yes,IMRD - EMIS,All,UK,Peripheral vascular disease
"[75,80)",Peripheral vascular disease,60635,637,0.010505483631565928,efi,3-year lookback,yes,IMRD - EMIS,All,UK,Peripheral vascular disease
"[80,100]",Peripheral vascular disease,105529,756,0.00716390755147874,efi,1-year lookback,no,IMRD - EMIS,All,UK,Peripheral vascular disease
"[80,100]",Peripheral vascular disease,105529,1425,0.013503397170446038,efi,3-year lookback,no,IMRD - EMIS,All,UK,Peripheral vascular disease
"[80,100]",Peripheral vascular disease,105529,756,0.00716390755147874,efi,1-year lookback,yes,IMRD - EMIS,All,UK,Peripheral vascular disease
"[80,100]",Peripheral vascular disease,105529,1425,0.013503397170446038,efi,3-year lookback,yes,IMRD - EMIS,All,UK,Peripheral vascular disease
"[40,45)",Peripheral vascular disease,50353,0,0,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[40,45)",Peripheral vascular disease,50353,0,0,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[40,45)",Peripheral vascular disease,50353,0,0,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[40,45)",Peripheral vascular disease,50353,0,0,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[45,50)",Peripheral vascular disease,51196,0,0,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[45,50)",Peripheral vascular disease,51196,23,4.4925384795687e-4,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[45,50)",Peripheral vascular disease,51196,0,0,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[45,50)",Peripheral vascular disease,51196,23,4.4925384795687e-4,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[50,55)",Peripheral vascular disease,53152,30,5.6441902468392e-4,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[50,55)",Peripheral vascular disease,53152,47,8.8425647200481e-4,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[50,55)",Peripheral vascular disease,53152,30,5.6441902468392e-4,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[50,55)",Peripheral vascular disease,53152,47,8.8425647200481e-4,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[55,60)",Peripheral vascular disease,47543,50,0.00105167953221294,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[55,60)",Peripheral vascular disease,47543,84,0.00176682161411775,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[55,60)",Peripheral vascular disease,47543,50,0.00105167953221294,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[55,60)",Peripheral vascular disease,47543,84,0.00176682161411775,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[60,65)",Peripheral vascular disease,43308,66,0.00152396785813245,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[60,65)",Peripheral vascular disease,43308,127,0.00293248360580031,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[60,65)",Peripheral vascular disease,43308,66,0.00152396785813245,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[60,65)",Peripheral vascular disease,43308,127,0.00293248360580031,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[65,70)",Peripheral vascular disease,40959,100,0.0024414658561,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[65,70)",Peripheral vascular disease,40959,184,0.004492297175224,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[65,70)",Peripheral vascular disease,40959,100,0.0024414658561,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[65,70)",Peripheral vascular disease,40959,184,0.004492297175224,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[70,75)",Peripheral vascular disease,37263,129,0.0034618790757588,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[70,75)",Peripheral vascular disease,37263,204,0.00547459946864182,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[70,75)",Peripheral vascular disease,37263,129,0.0034618790757588,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[70,75)",Peripheral vascular disease,37263,204,0.00547459946864182,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[75,80)",Peripheral vascular disease,31636,122,0.00385636616512834,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[75,80)",Peripheral vascular disease,31636,241,0.00761790365406499,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[75,80)",Peripheral vascular disease,31636,122,0.00385636616512834,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[75,80)",Peripheral vascular disease,31636,241,0.00761790365406499,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[80,100]",Peripheral vascular disease,62998,383,0.00607955808120893,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[80,100]",Peripheral vascular disease,62998,705,0.0111908314549668,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[80,100]",Peripheral vascular disease,62998,383,0.00607955808120893,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[80,100]",Peripheral vascular disease,62998,705,0.0111908314549668,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Peripheral vascular disease
"[40,45)",Peripheral vascular disease,55073,0,0,efi,1-year lookback,no,IMRD - EMIS,Male,UK,Peripheral vascular disease
"[40,45)",Peripheral vascular disease,55073,24,4.3578523051222e-4,efi,3-year lookback,no,IMRD - EMIS,Male,UK,Peripheral vascular disease
"[40,45)",Peripheral vascular disease,55073,0,0,efi,1-year lookback,yes,IMRD - EMIS,Male,UK,Peripheral vascular disease
